birthplace,country
"Athlone, Co Roscommon",Ireland
"Athy, Kildare",Ireland
City Limerk,Ireland
"Killiney, Co Dublin",Ireland
"Ireland, County Sligo",Ireland
Town Carlow,Ireland
"Dover, England",England
Cape of Good Hope,Cape of Good Hope
"Bangalore, India",India
"Co Tipperary, Clonmel",Ireland
Lancaster,England
Monaghan County,Ireland
"Co Cork, Macroom",Ireland
"Cork County, W R",Ireland
"Donacloney, Co Down",Ireland
Co Limik,Ireland
"Inniscarra, Co Cork",Ireland
Belfast Co,Ireland
Curragh,Ireland
"Fethard, Tipp",Ireland
"Loughbrickland, Co Down",Ireland
County Tippeary,Ireland
Co Cok,Ireland
"Timoleague, Co Cork",Ireland
"England, Co Durham",Ireland
Quen County,Ireland
Co D,Ireland
County Leitrin,Ireland
Singapore,Singapore
Westhmeath,Ireland
"Athlone, Co W Meath",Ireland
"Colchester, England",England
Sligo City,Ireland
"Crossgar, Co Down",Ireland
Coy Kerry,Ireland
"Newry, County Armagh",Ireland
Little Bray,Ireland
In County Mayo,Ireland
"Southampton, England",England
Castlerea,Ireland
"Fifeshire, Scotland",Scotland
Arranmore,Ireland
Donegall Co,Ireland
"Brooklyn, U S A",United States
Canterbury,England
County Wford,Ireland
Co Galway City,Ireland
Count Waterford,Ireland
"Derry, Co Derry",Ireland
"Passage, Co Cork",Ireland
Newyork City,United States
"Dunleer, Co Louth",Ireland
"Dunfanaghy, Co Donegal",Ireland
"Dromore, Co Tyrone",Ireland
"Ireland, Co Dery",Ireland
"Bray, C W",Ireland
"Bonaribbo, Co Roscommon",Ireland
County Tippary,Ireland
Keele Mayo,Ireland
"Co Tyrone, Tummery",Ireland
Couty Mayo,Ireland
Renfrew,Ireland
Coty Roscommon,Ireland
Born Co Galway,Ireland
Co Farmanagh,Ireland
City of Londondery,Ireland
"Holywood, Down",Ireland
Co Tipperary SR,Ireland
Whitehaven,Ireland
"Belfast, Ligoniel",Ireland
County Kildar,Ireland
"Ringsend, Dublin",Ireland
"Ireland, City Dublin",Ireland
Ballymacarrett,Ireland
"County Cork, Co Cork",Ireland
"Bombay, India",India
"Ratoath, Co Meath",Ireland
"Co Galway, Ballinasloe",Ireland
"Ballylesson, Co Down",Ireland
County Lim,Ireland
Cambridge,England
Cappamore,Ireland
"Louth, Co Kilkenny",Ireland
"Tuam, Galway",Ireland
"Straffan, Co Kildare",Ireland
"Lusk, Co Dublin",Ireland
"Borris, Co Carlow",Ireland
Duleek,Ireland
"Ireland, Dromore, Co Down",Ireland
"Booterstown, Co Dublin",Ireland
Ballsbridge,Ireland
"Abbeyleix, Queens Co",Ireland
Argyleshire,Scotland
Tipperary N R,Ireland
Couty Tipperary,Ireland
Leicestershire,England
"Wicklow, Ireland",Ireland
C of Down,Ireland
Co Tipporary,Ireland
Toome,Ireland
"Calcutta, India",India
In Galway,Ireland
"County Roscommon, Ireland",Ireland
Cty Carlow,Ireland
Wford City,Ireland
Co Rocommon,Ireland
Bansha,Ireland
"Kings Co, Birr",Ireland
Gaway,Ireland
Kilkenny C,Ireland
Limck City,Ireland
Corcreagh,Ireland
Mountrath,Ireland
"Arklow, C Wicklow",Ireland
"County Dery, Coleraine",Ireland
Newtownbarry,Ireland
County Tipperey,Ireland
Killeagh,Ireland
Roscomon Co,Ireland
Westmea,Ireland
"Liverpool, Eng",England
Co Ferm,Ireland
C Tipprary,Ireland
"Glasthule, Co Dublin",Ireland
Co Limek,Ireland
"Ireland, Monaghan",Ireland
Scottland,Scotland
"Queenstown, Cork",Ireland
"In Ireland, Co Waterford",Ireland
"Whitegate, Cork",Ireland
"County Kerry, Ireland",Ireland
"Co Galway, Tuam",Ireland
Fermgh,Ireland
"Galway, Co Galway",Ireland
"In Ireland, C Antrim",Ireland
Co Roscn,Ireland
"Swinford, Co Mayo",Ireland
Belfost,Ireland
B City,Ireland
Oxfordshire,England
Co of Limk,Ireland
Tipperary South,Ireland
"Milltown, Co Dublin",Ireland
"Millstreet, Co Cork",Ireland
"Nottingham, England",England
Co Tippreray,Ireland
"Rathdowney, Queens Co",Ireland
Kildare Town,Ireland
"Inchicore, Co Dublin",Ireland
"Ganaway, Co Down",Ireland
"In Ireland, Co Antrim",Ireland
"Dromore, Tyrone",Ireland
Belfast Co Antrim,Ireland
"Holywood, Co Down, Ireland",Ireland
"Miltown Malbay, Co Clare",Ireland
Couty Monaghan,Ireland
Hospital Co Lim,Ireland
Count Louth,Ireland
May,Ireland
Chatham,England
France B,France
Town Drogheda,Ireland
Feremanagh,Ireland
"Sligo, Co Sligo",Ireland
Warwick,England
County Antriam,Ireland
Rathmore,Ireland
Co Leitrom,Ireland
E India,India
"Ireland, Longford",Ireland
Glenarm,Ireland
Co West meath,Ireland
"Terenure, Co Dublin",Ireland
"Bofield, Co Mayo",Ireland
Port Glasgow,Glasgow
"Clogheen, Co Tipp",Ireland
Ballyjasduff,Ireland
Ballybay,Ireland
Co Loud,Ireland
"Balla, Co Mayo",Ireland
Umericam,United States
Co Limerick Hospital,Ireland
"Ballinrobe, Mayo",Ireland
"Shrove, Co Donegal",Ireland
C Roscomon,Ireland
Co Tyone,Ireland
"Workhouse, Waterford",Ireland
Gloucester,England
Co Wst Meath,Ireland
"Co Tipperary, Carrick on Suir",Ireland
"Blackrock, Co Louth",Ireland
Donegale,Ireland
Portugal,Portugal
County Limerck,Ireland
C Tip,Ireland
"Newtonards, Co Down",Ireland
Keady,Ireland
Kilworth,Ireland
Belfast Cty,Ireland
Kellystown,Ireland
Galway Ireland,Ireland
Queens Town,Ireland
North Tipperary,Ireland
"Govan, Glasgow",Ireland
Colchester,England
Moate,Ireland
Co Dublin Irishtown,Ireland
City of Kilkeny,Ireland
Co Limerick City,Ireland
"Carrick on Suir, Tipperary",Ireland
"Portrane, Co Dublin",Ireland
U States America,Ireland
Monaghen,Ireland
Cty Roscommon,Ireland
United State,United States
County of Queens,Ireland
"Stradbally, Co Waterford",Ireland
C Antram,Ireland
Melbourne,Australia
Born in Ireland in the Co Galway,Ireland
Cambridgeshire,England
Elphin,Ireland
"Gowran, Co Kilkenny",Ireland
Count Meath,Ireland
Coty of Belfast,Ireland
North Kerry,Ireland
Co Lauth,Ireland
Rosscomon,Ireland
On Sea,At Sea
"Chicago, U S A",United States
Co K,Ireland
"Templemore, Co Tippy",Ireland
"Westport, Mayo",Ireland
"Lucknow, India",India
"Birr, King's Co",Ireland
"Drumee, Co Down",Ireland
Co Wateford,Ireland
"Belfast City, County Antrim",Ireland
Roscommon Town,Ireland
"Ireland, County Cavan",Ireland
"Cloon, Co Galway",Ireland
"Templemore, Londonderry",Ireland
In County Wexford,Ireland
"Newport, Tip",Ireland
Gallway,Ireland
"I, Co Sligo",Ireland
Glasnevin,Ireland
Co Kikenny,Ireland
Shankhill,Ireland
In Co Tyrone,Ireland
Antriam,Ireland
"Corcreany, Co Down",Ireland
"Birr, K C",Ireland
"Armagh, Lisburn",Ireland
Austrelia,Australia
Co Scotland,Scotland
Bagenalstown,Ireland
West meath,Ireland
"Moira, Co Down",Ireland
"Clane, Co Kildare",Ireland
"Ireland, W Meath",Ireland
"N, Tipperary",Ireland
Finland,Finland
Co Sigo,Ireland
C of Clare,Ireland
Fyrone,Ireland
"Co Cork, WK",Ireland
Qus Co,Ireland
Co Clear,Ireland
"Irishtown, Co Dublin",Ireland
Count Limerick,Ireland
Town of Wicklow,Ireland
Co of Carlow,Ireland
"Naas, County Kildare",Ireland
Conty Dublin,Ireland
Tinryland,Ireland
"Drumbo, Co Down",Ireland
Newcastle West,Ireland
"Co Wexford, Enniscorthy",Ireland
Co Tipperray,Ireland
Passage West,Ireland
"U S, America",United States
City of Limerck,Ireland
Coy Tip,Ireland
"Waterford, Cappoquin",Ireland
Co of Louth,Ireland
Mitchelstown,Ireland
"Co Cork, Bandon",Ireland
Co Rescommon,Ireland
Finglas,Ireland
In Kings Co,Ireland
Cy Donegal,Ireland
In Co Cavan,Ireland
In Co Donegal,Ireland
"Tullynure, Co Derry",Ireland
"Co Limk, Ireland",Ireland
"Ireland, County Clare",Ireland
"Cashel, Tipp",Ireland
Co Meat,Ireland
County Don,Ireland
Bundoran,Ireland
"Clonmel, County Tipperary",Ireland
"Little Bray, Co Dublin",Ireland
"Queens Co, Mountmellick",Ireland
Cou Sligo,Ireland
Co Roscommn,Ireland
"Co Cork, Carrigtwohill",Ireland
"County Galway, Ireland",Ireland
"Co Tyrone, Dressogue",Ireland
"Collooney, Co Sligo",Ireland
Couny Antrim,Ireland
Ballymote,Ireland
"Ahamuckey, Co Kilkenny",Ireland
Co L.Derry,Ireland
"B Robe, Co Mayo",Ireland
Irishtown Dublin,Ireland
Annalong,Ireland
Count Cavan,Ireland
Westmeath County,Ireland
City of Wexford,Ireland
In Antrim,Ireland
Miltown Malbay,Ireland
Ballyduff,Ireland
"Co Down, Donaghadee",Ireland
Queens co,Ireland
"Northumberland, England",England
"Castlemartyr, Co Cork",Ireland
"Berkshire, England",England
"Mayo, Co Down",Ireland
North Roscommon,Ireland
"Dripsey, Co Cork",Ireland
Bradford,England
Adare,Ireland
American,United States
New Ireland,German New Guinea
C of Limerick,Ireland
"Co Tippry, Ireland",Ireland
"Canada, America",Canada
County Wat,Ireland
"Belfast, Coy Antrim",Ireland
"Rahan, Co Cork",Ireland
Stabannon,Ireland
Kerry Ireland,Ireland
"England, Hampshire",England
Dublin Citty,Ireland
Couty Donegal,Ireland
London England,England
"Ire, Co Armagh",Ireland
Garvagh,Ireland
R Common,Ireland
City of W,Ireland
"London, Eng",England
County of Westmeath,Ireland
Camp,Ireland
Harolds,Ireland
"Curragh, Kildare",Ireland
Madras,Ireland
"Yorks, England",England
"Leitrim, Co Down",Ireland
In Co Meath,Ireland
"Ireland, County Waterford",Ireland
"Cookstown, Tyrone",Ireland
"Tip, Ireland",Ireland
"Mallow, County Cork",Ireland
"England, Devon",England
County L Dery,Ireland
"Grenagh, Co Cork",Ireland
Ballinrobe,Ireland
Co Tpperary,Ireland
"Killala, Co Mayo",Ireland
Co Fermanaugh,Ireland
"Clonmel, Tipperary",Ireland
"Chatham, England",Ireland
Londondry,Ireland
"Govan, Scotland",Scotland
City o Limerick,Ireland
Country Down,Ireland
"City Belfast, Co Antrim",Ireland
"Ireland, City of Belfast",Ireland
"In Ireland, Tyrone",Ireland
"Kingscourt, Co Cavan",Ireland
N S Wales,Australia
Shanacool,Ireland
"Rathkeale, Co Limerick",Ireland
County Wexfd,Ireland
Cork WR,Ireland
Cou Waterford,Ireland
"Ireland, C Clare",Ireland
Cavan Town,Ireland
Glamorganshire,Ireland
"County Cavan, Ireland",Ireland
"Glencullen, Co Dublin",Ireland
Ballymahon,Ireland
Co of L Derry,Ireland
"Kilworth, Co Cork",Ireland
Co Mayoe,Ireland
"Maryborough, Queens Co",Ireland
Co Clore,Ireland
Kingston,Ireland
In the City Dublin,Ireland
"Westmeath, Athlone",Ireland
Co Don,Ireland
"Co Tyrone, Ire",Ireland
"B Castle, Co Antrim",Ireland
Queens Cou,Ireland
"Ireland, County Derry",Ireland
Co Donegl,Ireland
"Carrickbeg, Waterford",Ireland
Co Clair,Ireland
"Inverness, Scotland",Scotland
"Aghada, Co Cork",Ireland
"Scotland, City of Glasgow",Ireland
"Gweedore, Co Donegal",Ireland
"Belfast, Down",Ireland
County Tipy,Ireland
County London Derry,Ireland
"Ireland, C Tyrone",Ireland
City Glasgow,Scotland
Co Tippera,Ireland
Tallow,Ireland
"Glanmire, Co Cork",Ireland
"Banbridge, County Down",Ireland
C Londondery,Ireland
Rathdowney,Ireland
"Ireland, County Mayo",Ireland
Japan,Japan
"Gloucestershire, England",England
Co Lought,Ireland
"Ire, Co Kerry",Ireland
"Killorglin, Co Kerry",Ireland
"Killarney, County Kerry",Ireland
"Woolwich, England",England
"Co Tyrone, Strabane",Ireland
Donoughmore,Ireland
Co Cornwall,England
"Bath, England",England
"Co Down, Bangor",Ireland
In Co Tipperary,Ireland
"Trim, Meath",Ireland
Ringsend Co Dublin,Ireland
"Garvagh, Co Derry",Ireland
"England, Devonshire",England
"Lifford, Co Donegal",Ireland
Couty Sligo,Ireland
County Tippr,Ireland
"Tipp, N R",Ireland
Co Tipprairy,Ireland
Stillorgan,Ireland
County Monghan,Ireland
"Sheffield, England",England
Islandmagee,Ireland
"Corcreeny, Co Down",Ireland
"Co Meath, Duleek",Ireland
Knocknagoshel,Ireland
"Scotland, Greenock",Scotland
"Mayo Co, Ireland",Ireland
"Co Cork, B Island",Ireland
"County Fermanagh, Ireland",Ireland
"Scotland, Co Down",Scotland
C of Donegal,Ireland
"Newry, Coy Armagh",Ireland
"Co Antrim, Whitehouse",Ireland
Burma,Burma
Monoghan,Ireland
"Inistioge, Co Kilkenny",Ireland
Fifeshire,Scotland
Tipperary WR,Ireland
"Kilmichal, Co Cork",Ireland
Con Antrim,Ireland
"Carhue, Co Cork",Ireland
England City,England
Norwegian,Norway
"Kells, Co Antrim",Ireland
Buenos Aires,Argentina
Giberalter,Gibraltar
Cou Clare,Ireland
L. Derry,Ireland
"England, Sussex",England
"Wmeath, Kilbeggan",Ireland
"Conlig, Co Down",Ireland
Co Lo Derry,Ireland
Saxony,Germany
"Halifax, Nova Scotia",Canada
Ballygowan,Ireland
"Clough, Co Down",Ireland
"Scotland, Wigtonshire",Scotland
Tipperary N,Ireland
"Co Clare, Ruan",Ireland
"Ballinakill, Queens Co",Ireland
"C Antrim, Belfast",Ireland
Kings Count,Ireland
"Perth, Scotland",Scotland
Coy Kings,Ireland
"N Ross, Co Wexford",Ireland
County Limerk,Ireland
Dumfries,Scotland
Chapelizod,Ireland
"Ireland, C A",Ireland
"Newtownards,Co Down",Ireland
"Tipperary, SR",Ireland
"Salford, England",England
City Lmk,Ireland
"Derry City, Londonderry",Ireland
Cy Roscommon,Ireland
Armagh Lurgan,Ireland
Lmk City,Ireland
Millstreet,Ireland
"Fermanagh, Enniskillen",Ireland
Co Rosscom,Ireland
Unknow,Unknown
Co Limick,Ireland
"King's Co, Tullamore",Ireland
Co Dongall,Ireland
Cork Cy,Ireland
Ct Tyrone,Ireland
"Mountmellick, Queens County, Ireland",Ireland
"Mossley, Co Antrim",Ireland
Co Aramagh,Ireland
In Co Kildare,Ireland
"Emly, Co Tip",Ireland
"Portadown, Armagh",Ireland
County of City of Dublin,Ireland
"Ahoghill, Co Antrim",Ireland
Co Co,Ireland
Clara,Ireland
Co Roscon,Ireland
"Co Antrim, Ir",Ireland
"County Derry, Coleraine",Ireland
Polland,Poland
Queens City,Ireland
"Cahir, Co Tip",Ireland
"Co Dublin, Crumlin",Ireland
"Co Armagh, Keady",Ireland
"Co Cork, Whitegate",Ireland
Cty Donegal,Ireland
In the C of Mayo,Ireland
"Bo Lisburn, Co Down",Ireland
Co Leiterim,Ireland
Co Rocomn,Ireland
Dow,Ireland
County Waterfor,Ireland
"Here, Kerry",Ireland
C W,Ireland
West Meath Co,Ireland
Coty Longford,Ireland
"Ireland, City of Dublin",Ireland
"Athea, Co Limerick",Ireland
"C Antrim, Ireland",Ireland
Gort,Ireland
"Foxford, Co Mayo",Ireland
In Co Kerry,Ireland
"Ireland, County Galway",Ireland
County Leatrim,Ireland
Down Coy,Ireland
Cape Town,Cape of Good Hope
"Kilpike, County Down",Ireland
"Born, Co Down",Ireland
"Tulla, Co Clare",Ireland
"Ballycullane, Co Wexford",Ireland
"Co Antrim, Legaloy",Ireland
"Coventry, England",England
Co Tipperarey,Ireland
"Liverpool, Lancashire",England
"Dublin, In Ireland",Ireland
Mid Antrim,Ireland
"Co Roscommon, Boyle",Ireland
"Newcastle, Co Limk",Ireland
Castlepark,Ireland
Carlow City,Ireland
"Belfast, C Down",Ireland
County Doublin,Ireland
"Ireland, County Kerry",Ireland
"Taghmon, Co Wexford",Ireland
County A,Ireland
"Philadelphia, U S A",United States
C City,Ireland
Co Latrim,Ireland
"Galberstown, Co Tipp",Ireland
"Delgany, Co Wicklow",Ireland
"Dunboyne, Co Meath",Ireland
Rathea,Ireland
"Manorhamilton, Co Leitrim",Ireland
Doagh,Ireland
Co Lemerick,Ireland
"Corcreaney, Co Down",Ireland
"Clugga, Co Clare",Ireland
Cty Louth,Ireland
Londerry City,Ireland
Born in Co Galway,Ireland
Co Mayo S,Ireland
"Belfast, Co Ant",Ireland
Kingstown Co Dublin,Ireland
Dunboyne,Ireland
"Coolcoulaugh, Co Cork",Ireland
City London,England
"Sneem, Co Kerry",Ireland
"Coleraine, Co Antrim",Ireland
Co Limeck,Ireland
"Fermoy, Ireland",Ireland
"Mohill, Co Leitrim",Ireland
KilKenny,Ireland
"Limerick City, Ireland",Ireland
"Co Cork, Mallow",Ireland
Co R Common,Ireland
"Portstewart, Co Derry",Ireland
"Thomondgate, Limerick",Ireland
Co Longfor,Ireland
County Cork W R,Ireland
"Bray, Dublin",Ireland
Irelind,Ireland
Town of Longford,Ireland
Kelleter,Ireland
"Moate, Co Westmeath",Ireland
Co Kidare,Ireland
"Arran, Galway, Ireland",Ireland
"Dooagh, Co Mayo",Ireland
"Co Mayo, Ire",Ireland
Coy of Dublin,Ireland
C/o Kilkenny,Ireland
Coy Limk,Ireland
Kilcummin,Ireland
"Tullamore, King's Co",Ireland
"Tyrone, Dungannon",Ireland
Ballinahill,Ireland
"Fleetwood, Lancashire",England
Kerry Cahirciveen,Ireland
Inverness,Scotland
Boston,United States
Derycloney,Ireland
In Clare,Ireland
"Greystones, Co Wicklow",Ireland
"Co Donegal, Ire",Ireland
"America, U S A",United States
City Donegal,Ireland
"City of Belfast, Co of Antrim",Ireland
Innishmain,Ireland
"Carrick on Suir, Co Tipp",Ireland
County M,Ireland
County Tipperrary,Ireland
"Bushmills, Co Antrim",Ireland
City Kildare,Ireland
"Ireland, Carlow",Ireland
"Headford, Co Galway",Ireland
Couty of Cork,Ireland
Newcastle W,Ireland
W S America,United States
"Kildare, Athy",Ireland
"Co King's, Ireland",Ireland
"Bahaunis, Mayo",Ireland
"Glassagh, Gweedore, Co Donegal",Ireland
Co Kilkinny,Ireland
"Leith, Scotland",Scotland
"Dunlavin, Co Wicklow",Ireland
Kilken City,Ireland
Bel,Ireland
"Co Antrim, Ballyclare",Ireland
Co Kildon,Ireland
Wicklow City,Ireland
City Dery,Ireland
In City,Ireland
Cork County E R,Ireland
Nth Fermanagh,Ireland
"Co Kings, Ireland",Ireland
"Dlk, Upper",Ireland
"Ballyroe, Co Clare",Ireland
Droheda,Ireland
Curlow,Ireland
Ci Cork,Ireland
"Whitehaven, England",England
Cou Mayo,Ireland
"Dublin, Balbriggan",Ireland
Glasgow Scotland,Scotland
"Londonderry, Co Derry",Ireland
"Ballycane, Co Cork",Ireland
Cok City,Ireland
"Co Tyrone, Moy",Ireland
County Waterfd,Ireland
Belfast Ct,Ireland
"Cairncastle, Co Antrim",Ireland
Ct Roscommon,Ireland
"Co Dublin, England",England
Co Leitrem,Ireland
"Aughadown, Co Cork",Ireland
"Co Leitrim, I",Ireland
"Ireland, K C",Ireland
"County Tippeary, S R",Ireland
Tullamore Union,Ireland
"Ireland, Kildare",Ireland
Cork E,Ireland
Aden,Aden
Raith,Ireland
"County Do, Ireland",Ireland
Tullyvallen,Ireland
"N T ards, Co Down",Ireland
Sydney,Australia
Antrim Coy,Ireland
King's C,Ireland
Fermanagh County,Ireland
County Mon,Ireland
"Ireland, Co M",Ireland
L'Derry City,Ireland
"Carrick, Co Antrim",Ireland
U States,United States
"Hillsboro, Co Down",Ireland
"Belfast, County of Antrim",Ireland
"Warwick, England",England
"Co Cork, Midleton",Ireland
Co Down Ireland,Ireland
"Loughlitube, Co Derry",Ireland
"County Donegal, Ireland",Ireland
City Wicklow,Ireland
"Lancashire, Eng",England
"Inver, Co Donegal",Ireland
C/o Antrim,Ireland
Town of Antrim,Ireland
"Thostown, Co Kilkenny",Ireland
"Brookboro, Co Fermanagh",Ireland
Bfast City,Ireland
Kilcullen,Ireland
Cork Ireland,Ireland
"County Tyrone, Claragh",Ireland
Kilkenney,Ireland
"Athy, County Kildare",Ireland
Waringstown,Ireland
"In Ireland, Co Armagh",Ireland
C of Derry,Ireland
"Down, Newry",Ireland
"Carlow, Co Carlow",Ireland
"Killybegs, Co Donegal",Ireland
"Co Wexford, Gorey",Ireland
United States A,United States
"Ardrossan, Scotland",Scotland
"Sleaty Road, Queens Co",Ireland
Carrick on Shire,Ireland
"Ireland, C Wicklow",Ireland
"England, Barrow in Furness",England
Cty Kerry,Ireland
"Co Tipp, Roscrea",Ireland
"Crew, Co Derry",Ireland
Carrick on Shannon,Ireland
Cty of Cork,Ireland
Coty Derry,Ireland
Waterfd City,Ireland
Co Wicklo,Ireland
Born Co Tipperay,Ireland
E Galway,Ireland
"Q Town, Co Cork",Ireland
"Newport, Co Mayo",Ireland
United State America,United States
"Ballincollig, Co Cork",Ireland
"Tullamore, Kings County",Ireland
Co Westmeah,Ireland
Connemara,Ireland
"Falmore, Co Donegal",Ireland
"Tarbert, Co Kerry",Ireland
Drogheda Co Louth,Ireland
Co Londondry,Ireland
Co Tip Tip,Ireland
Cork Cork,Ireland
"City Kilkenny, Co Kilkenny",Ireland
"County L Derry, Ireland",Ireland
Tipperary Coy,Ireland
Limerck,Ireland
Co Moneaghan,Ireland
Co Mayo SR,Ireland
"Kilmallock, Co Limerick",Ireland
County Wmeath,Ireland
County Tiperary,Ireland
"Co Clare, In Ireland",Ireland
"Gosport, England",England
"Co Cork, I",Ireland
"Burren, Co Down",Ireland
"Caherciveen, Co Kerry",Ireland
Galway Borough,Ireland
"City Belfast, Co Down",Ireland
"Mountrath, Queen's Co",Ireland
"Clogher, Tyrone",Ireland
"Templemore, Co Tip",Ireland
Londonderry Coy,Ireland
"Listrolan, Co Kilkenny",Ireland
Newery,Ireland
County Antrm,Ireland
Monmouthshire,Wales
"Ballymore, Co Kildare",Ireland
County Tippey,Ireland
"Athlumney, Meath",Ireland
East Cavan,Ireland
Derry Citty,Ireland
Count Roscommon,Ireland
Magheracloone,Ireland
"Thurles, Tipperary",Ireland
"Hamilton, Scotland",Scotland
County Car,Ireland
"Navan, County Meath",Ireland
Armargh,Ireland
"Co Mayo, I",Ireland
"Saggart, Co Dublin",Ireland
"Sligo, Tipperary",Ireland
"I, Co Antrim",Ireland
"Banogue, Co Down",Ireland
"Baldoyle, Co Dublin",Ireland
Kimmage,Ireland
Alsace,France
Ballymore,Ireland
"Kings County, Tullamore",Ireland
Co Tipp NR,Ireland
County Amagh,Ireland
"Lancaster, England",England
"Longford, Ireland",Ireland
"Co Dublin, Rathmines",Ireland
Ringsend Dublin,Ireland
"Mallow, C Cork",Ireland
"Slievemore, Co Mayo",Ireland
"County Monaghan, Ireland",Ireland
Co Tyrane,Ireland
Q'town,Ireland
"Co Tipp, S R",Ireland
"Queens County, Portarlington",Ireland
Sth Africa,South Africa
Mayfield,Ireland
"I, C Donegal",Ireland
"Wigan, England",England
Cy Kilkenny,Ireland
Co Tipprery,Ireland
"Chester, England",England
"Arran, Co Galway",Ireland
Innismain,Ireland
"Leicester, England",England
"Tallaght, Co Dublin",Ireland
Co Wexd,Ireland
Co Rosmn,Ireland
C Aantrim,Ireland
Country of Antrim,Ireland
"Co Cork, Queenstown",Ireland
"Corhawnagh, Co Sligo",Ireland
"Aran Isd, Co Galway",Ireland
"Killenaule, Co Tipperary",Ireland
Castlepollard,Ireland
"Ireland, Co Kings",Ireland
"Coatbridge, Scotland",Scotland
"Northampton, England",England
"Co Cork, W",Ireland
Kings Cou,Ireland
"Victoria, Australia",Australia
Co Tipprarey,Ireland
"Co Dublin, Clontarf",Ireland
"Hull, England",England
"Born, Co Donegal",Ireland
"Co Down, Leitrim",Ireland
"Sydney, Australia",Australia
Co Tipparary,Ireland
In Down,Ireland
City of Limck,Ireland
Couty Louth,Ireland
Ardara,Ireland
Perth,Australia
Natal,Natal
Glasgo,Scotland
"Co Dublin, St Margarets",Ireland
"County Antrim, City of Belfast",Ireland
Co Tipperoy,Ireland
Bedfordshire,England
Straffan,Ireland
"Co Cork, Ballymadog",Ireland
Knocknalour,Ireland
Coy of Antrim,Ireland
"Moynalty, Co Meath",Ireland
"Co Mayo, Faulmore",Ireland
"Bradford, England",England
Town of Cavan,Ireland
"Shankhill, Antrim",Ireland
Londonderry C,Ireland
"Cluggin, Co Limk",Ireland
"Agra, India",India
Maryport,Ireland
"Aughamore, Kings Co",Ireland
Co Tippearry,Ireland
"Killead, Co Antrim",Ireland
"America, Philadelphia",Ireland
"Bandon, Cork",Ireland
Flintshire,Wales
Cappoquin,Ireland
Magheramorne,Ireland
"Dromsally, Co Limerick",Ireland
"Co Mayo, Balla",Ireland
Worcester,England
Ireland Co Antrim,Ireland
Connaught,Ireland
Born in City,Ireland
"Ireland, Westmeath",Ireland
Conty Louth,Ireland
Cot Derry,Ireland
City of Lmck,Ireland
"Queens Town, Co Cork",Ireland
S,Ireland
"Donabate, Co Dublin",Ireland
Count Tyrone,Ireland
Armgh,Ireland
Co Londondary,Ireland
"Kings Co, Clare",Ireland
"Mayo, Coogder",Ireland
Cy Waterford,Ireland
"Kilcross, Co Kilkenny",Ireland
"Glashaboy, Co Cork",Ireland
Weastmeath,Ireland
"Altinure, Co Derry",Ireland
Sixmilecross,Ireland
Parsonstown,Ireland
"Ire, Co Tyrone",Ireland
"Kells, County Meath",Ireland
"Lemenugh, Co Clare",Ireland
"Whitewell, Co Antrim",Ireland
"Enniskerry, Co Wicklow",Ireland
"Ireland, Cork Co",Ireland
Island Magee,Ireland
"Newary, Co Down",Ireland
South Tyrone,Ireland
"Waterford, Ireland",Ireland
Channel Island,Channel Islands
"Enniscarthy, Co Wexford",Ireland
"Co A, Ireland",Ireland
"Co Clare, Ennis",Ireland
I Dublin,Ireland
Count Donegal,Ireland
Co Middlesex,England
Count Monaghan,Ireland
Balls Bridge,Ireland
"Rutland, Co Donegal",Ireland
Co Atrim,Ireland
"Galway C, Galway",Ireland
"Comber, Down",Ireland
County Co,Ireland
"Riverstown, Co Cork E",Ireland
"England, York",England
"Clogher, Co Tyrone",Ireland
Couty L Derry,Ireland
Co Antrimn,Ireland
Co Wes,Ireland
C Limk,Ireland
"Co Galway, W K",Ireland
Cronrea,Ireland
"Belfast City, Belfast",Ireland
Raphoe,Ireland
"Porttan, Co Waterford",Ireland
Bolton,England
"Barrow in Furness, England",England
City Dubling,Ireland
"Ireland, County Kildare",Ireland
"United States, America",United States
Salford,England
"Banbridge, Down",Ireland
"Baltimore, Co Cork",Ireland
Co Dowun,Ireland
Drgheda,Ireland
Co Tipprarery,Ireland
"Waterford, Tramore",Ireland
"Co Mayo, Foxford",Ireland
"Culmore, Co Derry",Ireland
"England, Sheffield",England
Taghmon,Ireland
"Ire, Co Antrim",Ireland
Mountcharles,Ireland
"Whitechurch, Co Cork",Ireland
"Scotland, Lanarkshire",Scotland
Count Sligo,Ireland
Cot Armagh,Ireland
"Killeshandra, Co Cavan",Ireland
"Antrim, Ballymena",Ireland
Co Longfod,Ireland
"Moygannon, Co Down",Ireland
"Cty Down, Ireland",Ireland
"Kilkenny City, Ireland",Ireland
"Harolds Cross, Co of Dublin",Ireland
Strokestown,Ireland
Cork Ciy,Ireland
Co Kil,Ireland
"Gurtins, Co Wexford",Ireland
"Belfast, I",Ireland
Brussels,Belgium
"Ros, Ireland",Ireland
Crossgar,Ireland
"Drumcondra, Co Dublin",Ireland
Belfast (City),Ireland
Mid Cork,Ireland
"Newery, Co Down",Ireland
Lmk Co,Ireland
"Ireland, Kilkenny",Ireland
Co Armgg,Ireland
"Swansea, Wales",Wales
Glanworth,Ireland
Rathnew,Ireland
Kingscourt,Ireland
"Maynooth, Co Kildare",Ireland
Clohanlinchan,Ireland
Midlothian,Scotland
"Co Ar, Lurgan",Ireland
Cladymore,Ireland
