"Southern African, Shona",African
Spanish (Latin American),Romance
"Welsh, Welsh Mythology",Celtic
"Ancient Scandinavian, Norse Mythology",Scandinavian
"Croatian, Serbian, Slovene, Macedonian",Slavic
Egyptian Mythology (Hellenized),Ancient Egyptian
"Finnish, Finnish Mythology",Finnish
"Icelandic, Ancient Scandinavian",Scandinavian
Italian (Rare),Romance
Kurdish,Kurdish
Occitan,Romance
"Serbian, Croatian, Slovene, Macedonian",Slavic
"Southern African, Tswana",African
"Spanish, Italian, Portuguese",Romance
"Spanish, Portuguese, Italian",Romance
Uzbek,Uzbek
Ancient Celtic (Latinized),Celtic
"Arabic, Pakistani, Urdu",Arabic
"Arabic, Persian",Arabic
"Biblical Greek, Biblical Latin",Biblical
"Bulgarian, Medieval Slavic",Slavic
Croatian (Rare),Slavic
"Dutch, German","Dutch, German"
"English, Dutch","Dutch, English"
Far Eastern Mythology,Far Eastern Mythology
Filipino,Filipino
"German, Dutch, Ancient Germanic","Dutch, German"
Germanic Mythology,German
Ghanaian,African
"Greek, Late Greek","Ancient Greek, Greek"
Hungarian (Rare),Slavic
"Hungarian, Czech, Slovak",Slavic
"Hungarian, Slovak",Slavic
Late Greek (Latinized),Ancient Greek
"Macedonian, Bulgarian",Slavic
"Native American, Shawnee",Native American
"Portuguese, Galician",Romance
"Russian, Ukrainian, Bulgarian",Slavic
Sami,Finnish
"Serbian, Croatian, Macedonian",Slavic
"Spanish, Late Roman","Romance, Roman"
Theology,Biblical
Ugandan,African
Ancient Egyptian (Hellenized),Ancient Egyptian
Ancient Greek (Anglicized),Ancient Greek
Anglo-Saxon Mythology,English
Bengali,Indian
Corsican,Romance
"Croatian, Serbian, Macedonian",Slavic
Faroese,Scandinavian
"French, Dutch","Dutch, French"
German (Swiss),German
"Irish, English","Celtic, English"
"Italian, Portuguese",Romance
Jewish,Jewish
"Native American, Cree",Native American
"Native American, Inuit",Native American
"Norwegian, Swedish",Scandinavian
"Persian, Arabic",Arabic
Roman Mythology (Anglicized),Roman
Russian (Archaic),Slavic
"Serbian, Croatian, Slovene",Slavic
"Slovene, Croatian, Serbian",Slavic
Tagalog,Tagalog
Turkmen,Turkmen
"Ancient Germanic, Germanic Mythology",German
"Ancient Irish, Irish Mythology",Celtic
"Ancient Roman, Spanish","Romance, Roman"
"Arabic, Turkish",Arabic
"Biblical Greek, Ancient Greek",Ancient Greek
"Breton, French","Celtic, French"
"Croatian, Medieval Slavic",Slavic
"Czech, Medieval Slavic",Slavic
"Dutch, Frisian",Dutch
"English, Scottish","Celtic, English"
"French, Spanish, Portuguese","French, Romance"
"Frisian, Dutch, German","Dutch, German"
German (Rare),German
"German, Germanic Mythology",German
"Greek Mythology (Latinized), Ancient Greek (Latinized)",Ancient Greek
Hinduism,Indian
Japanese (Rare),Japanese
"Lithuanian, Baltic Mythology",Slavic
Medieval Italian,Romance
Old Norman,"English, French"
Polynesian,Polynesian
Polynesian Mythology,Polynesian
"Portuguese, Slovak, Hungarian","Romance, Slavic"
"Russian, Ukrainian, Belarusian",Slavic
"Slovene, Croatian, Serbian, Macedonian",Slavic
"Swedish, Finnish",Scandinavian
"Swedish, Norwegian",Scandinavian
"Swedish, Norwegian, Danish, German","German, Scandinavian "
Western African,African
American,American
"Ancient Greek, Greek Mythology",Ancient Greek
"Ancient Near Eastern (Latinized), History","Near Eastern, History"
Arabic (Egyptian),Arabic
"Arabic, Coptic","Arabic, Biblical"
"Biblical, Biblical Greek",Biblical
"Biblical, Biblical Latin, Biblical Greek, Ancient Greek",Biblical
"Bulgarian, Macedonian, Croatian, Serbian",Slavic
"Bulgarian, Russian",Slavic
"Catalan, Spanish",Romance
"Croatian, Serbian, Medieval Slavic",Slavic
"Croatian, Serbian, Slovene, Bulgarian, Macedonian",Slavic
"Croatian, Serbian, Slovene, Medieval Slavic",Slavic
"Czech, Slovak, Hungarian",Slavic
"Czech, Slovene",Slavic
"Danish, Swedish, Norwegian",Scandinavian
Dutch (Archaic),Dutch
Dutch (Rare),Dutch
Egyptian Mythology (Anglicized),Ancient Egyptian
English (Australian),English
"English, French","English, French"
"French, Czech","French, Slavic"
"French, English","English, French"
"French, German","French, German"
"Frisian, German","Dutch, German"
"Georgian, Literature","Georgian, Literature"
"German, Swedish, Norwegian, Danish","German, Scandinavian "
Greek Mythology (Anglicized),Ancient Greek
"Greek Mythology, Greek",Ancient Greek
Hmong,Hmong
"Hungarian, Icelandic","Scandinavian, Slavic"
"Irish, English (Rare)","Celtic, English"
"Italian, Spanish, Late Roman","Romance, Roman"
Kyrgyz,Kyrgyz
"Late Roman, Dutch","Dutch, Roman"
"Lithuanian, Latvian",Slavic
Low German,German
"Macedonian, Serbian",Slavic
Mythology,Mythology
"Native American, Quechua",Native American
"Norse Mythology, Ancient Scandinavian",Scandinavian
"Norwegian, Icelandic",Scandinavian
"Norwegian, Norse Mythology",Scandinavian
"Norwegian, Swedish, Danish",Scandinavian
"Polish, Czech, Slovak",Slavic
"Portuguese, Catalan",Romance
"Russian, Bulgarian, Macedonian",Slavic
"Serbian, Croatian, Macedonian, Slovene",Slavic
"Spanish, Hungarian","Romance, Slavic"
"Swedish, Norwegian, Danish, Finnish","Finnish, Scandinavian"
"Turkish, Uyghur","Turkish, Uyghur"
"Ukrainian, Russian",Slavic
"Welsh, English","Celtic, English"
"Welsh, Welsh Mythology, Arthurian Romance","Celtic, English"
Ancient Egyptian (Anglicized),Ancient Egyptian
"Ancient Greek (Latinized), Biblical Latin, Biblical",Biblical
"Ancient Greek, Biblical Greek, Biblical Latin",Biblical
"Ancient Greek, Greek","Ancient Greek, Greek"
Ancient Persian (Hellenized),Persian
Ancient Roman (Anglicized),Roman
"Ancient Roman, Biblical Latin",Biblical
"Ancient Roman, Dutch","Dutch, Roman"
"Ancient Scandinavian, Norse Mythology, Icelandic",Scandinavian
"Arabic, Malay",Arabic
Aramaic,Jewish
"Armenian, Armenian Mythology",Armenian
"Azerbaijani, Persian",Persian
"Biblical Hebrew, Hebrew",Biblical
"Biblical, Biblical Greek, Ancient Greek",Biblical
"Biblical, Biblical Hebrew, Hebrew",Biblical
"Biblical, Hebrew",Biblical
"Bulgarian, Macedonian, Serbian",Slavic
"Bulgarian, Serbian, Macedonian",Slavic
"Catalan, Portuguese",Romance
"Cornish, Welsh",Celtic
"Croatian, Macedonian",Slavic
"Czech, Bulgarian",Slavic
"Czech, Polish",Slavic
"Czech, Russian, Medieval Slavic",Slavic
"Czech, Slovak, Croatian, Serbian, Slovene, Bulgarian, Macedonian",Slavic
"Czech, Slovak, Medieval Slavic",Slavic
"Czech, Slovak, Polish",Slavic
"Dagestani, Chechen, Ingush","Dagestani, Chechen, Ingush"
"Danish, Norwegian, Swedish",Scandinavian
"Dutch (Archaic), Ancient Celtic (Latinized)","Celtic, Dutch"
"Dutch, Ancient Germanic","Dutch, German"
"Dutch, English","Dutch, English"
Egyptian,Egyptian
"English, African American",English
"Estonian, Finnish",Slavic
"Finnish, Hungarian","Finnish, Slavic"
"Finnish, Swedish","Finnish, Scandinavian"
Flemish,Dutch
French (Archaic),French
"French, Ancient Germanic","French, German"
"French, Catalan","French, Romance"
"French, English (Rare)","English, French"
"French, English, Dutch","Dutch, English, French"
"French, Portuguese","French, Romance"
"Frisian, Limburgish","Dutch, Limburgish"
Georgian Mythology,Georgian Mythology
"German (Archaic), Ancient Germanic",German
"German, Late Roman","German, Roman"
"German, Swedish, Norwegian, Danish, Ancient Germanic","German, Scandinavian "
"Greek, Macedonian","Greek, Slavic"
"Hungarian, Finnish","Finnish, Slavic"
"Hungarian, Portuguese, Slovak","Romance, Slavic"
Indian (Sikh),Indian
"Indian, Malayalam",Indian
Irish (Rare),Celtic
"Italian, Croatian","Romance, Slavic"
"Italian, Dutch","Dutch, Romance"
"Italian, Late Roman","Romance, Roman"
"Italian, Portuguese, Spanish",Romance
"Italian, Romanian","Romance, Slavic"
"Italian, Spanish, Portuguese, Ancient Roman","Romance, Roman"
"Italian, Spanish, Portuguese, Croatian","Romance, Slavic"
"Kazakh, Kyrgyz","Kazakh, Kyrgyz"
"Late Roman, Biblical Latin",Biblical
"Latvian, Baltic Mythology",Slavic
"Macedonian, Medieval Slavic",Slavic
Malay,Malay
"Maori, Polynesian Mythology",Polynesian
Medieval Scandinavian,Scandinavian
"Native American, Mayan",Native American
"Native American, Nuu-chah-nulth",Native American
Near Eastern Mythology (Hellenized),Near Eastern
New World Mythology,New World Mythology
"Norse Mythology, Ancient Scandinavian, Icelandic",Scandinavian
"Norse Mythology, Icelandic",Scandinavian
"Norwegian, Danish, Swedish",Scandinavian
Ossetian,Georgian
Persian Mythology (Hellenized),Persian
"Persian, Ancient Persian",Persian
"Persian, Turkish","Persian, Turkish"
"Polish, Czech",Slavic
"Polish, Late Roman","Roman, Slavic"
"Portuguese, French","French, Romance"
"Portuguese, Hungarian, Slovak","Romance, Slavic"
"Portuguese, Spanish, Italian",Romance
"Romanian, Ancient Roman","Roman, Slavic"
"Romanian, Croatian",Slavic
"Russian, Armenian","Armenian, Slavic"
"Russian, Greek","Greek, Slavic"
"Russian, Macedonian",Slavic
"Russian, Ukrainian, Medieval Slavic",Slavic
"Scottish, English (Rare)","Celtic, English"
"Serbian, Croatian (Archaic)",Slavic
"Serbian, Croatian, Czech",Slavic
"Serbian, Croatian, Slovene, Medieval Slavic",Slavic
"Serbian, Macedonian, Croatian",Slavic
"Serbian, Slovene",Slavic
"Serbian, Slovene, Croatian",Slavic
"Slovak, Czech",Slavic
"Slovene, Slovak",Slavic
"Slovene, Slovak, Croatian",Slavic
Spanish (Archaic),Romance
"Spanish, English","English, Romance"
Swedish (Rare),Scandinavian
"Swedish, Danish, German","German, Scandinavian "
"Swedish, German","German, Scandinavian "
Tajik,Tajik
Tatar,Tatar
Tibetan,Tibetan
"Turkish, Bosnian","Slavic, Turkish"
Ukrainian (Rare),Slavic
"Ukrainian, Polish",Slavic
Welsh (Rare),Celtic
"Western African, Urhobo",African
"Albanian, Macedonian",Slavic
American (Hispanic),American
Ancient Germanic (Hypothetical),German
"Ancient Germanic (Latinized), Dutch","Dutch, German"
"Ancient Germanic (Latinized), French","French, German"
"Ancient Germanic (Latinized, ?)",German
"Ancient Germanic, German, Polish","German, Polish"
"Ancient Germanic, Portuguese (Brazilian)","German, Romance"
"Ancient Greek (Latinized), Spanish, Portuguese","Ancient Greek, Romance"
"Ancient Greek, Biblical Greek, Greek",Ancient Greek
"Ancient Greek, Biblical, Biblical Greek, Biblical Latin, Dutch",Biblical
"Ancient Greek, English","Ancient Greek, English"
"Ancient Greek, English (Archaic)","Ancient Greek, English"
"Ancient Greek, Georgian","Ancient Greek, Georgian"
"Ancient Greek, German","Ancient Greek, German"
"Ancient Greek, Russian","Ancient Greek, Russian"
"Ancient Near Eastern (Anglicized), Biblical",Biblical
Ancient Near Eastern (Hellenized),Near Eastern
"Ancient Near Eastern, Biblical",Biblical
"Ancient Near Eastern, History",Near Eastern
"Ancient Persian (Hellenized), History, Biblical",Biblical
"Ancient Roman (Hellenized), Biblical Greek",Biblical
Ancient Roman (Rare),Roman
"Ancient Roman, Biblical Latin, Biblical",Biblical
"Ancient Roman, German, Dutch","Dutch, German, Roman"
"Ancient Roman, Italian","Romance, Roman"
"Ancient Roman, Portuguese (Brazilian)","Romance, Roman"
Anglo-Saxon (Rare),English
"Anglo-Saxon, Ancient Germanic","English, German"
Arabic (Latinized),Arabic
"Arabic, Bosnian",Arabic
"Arabic, Indonesian",Arabic
"Arabic, Indonesian, Malay",Arabic
"Arabic, Pakistani, Urdu, Pashto",Arabic
"Arabic, Persian, Indian",Arabic
"Arabic, Persian, Indonesian, Malay",Arabic
"Arabic, Persian, Pakistani, Urdu",Arabic
"Arabic, Persian, Pakistani, Urdu, Pashto, Indonesian, Malay",Arabic
"Arabic, Persian, Pakistani, Urdu, Turkish",Arabic
"Arabic, Persian, Pashto, Indonesian, Malay",Arabic
"Arabic, Persian, Turkish, Azerbaijani, English (Modern)",Arabic
"Arabic, Tatar",Arabic
"Arabic, Turkish, Azerbaijani",Arabic
"Arabic, Turkish, Bosnian",Arabic
"Arabic, Turkish, Bosnian, Persian, Pakistani, Urdu",Arabic
"Arabic, Uyghur",Arabic
Armenian (Rare),Armenian
Armenian Mythology,Armenian
"Armenian Mythology, Armenian",Armenian
"Armenian, Georgian","Armenian, Georgian"
"Armenian, Georgian (Rare)","Armenian, Georgian"
"Azerbaijani, Bosnian","Azerbaijani, Slavic"
"Azerbaijani, Tajik, Uzbek","Azerbaijani, Tajik, Uzbek"
"Azerbaijani, Uyghur","Azerbaijani, Uyghur"
Baltic Mythology (Hypothetical),Slavic
Bashkir,Bashkir
"Basque, English","Romance, English"
"Basque, Swedish, Norwegian, Danish","Romance, Scandanavian"
"Biblical Greek, Armenian",Biblical
"Biblical Greek, Biblical Latin, Old Church Slavic",Biblical
"Biblical Greek, Georgian",Biblical
"Biblical Hebrew, Eastern African, Ethiopian",Biblical
"Biblical Latin, German, Dutch",Biblical
"Biblical, Ancient Greek (Latinized)",Biblical
"Biblical, Ancient Greek, Biblical Greek, Biblical Latin",Biblical
"Biblical, Ancient Roman",Biblical
"Biblical, Biblical Hebrew, English (Archaic)",Biblical
"Biblical, Biblical Latin, Biblical Hebrew",Biblical
"Biblical, Biblical Latin, Judeo-Christian Legend",Biblical
"Biblical, Dutch",Biblical
"Biblical, English",Biblical
"Biblical, English, Biblical Latin",Biblical
"Biblical, Hebrew, Biblical Latin, Biblical Greek",Biblical
"Biblical, Judeo-Christian Legend",Biblical
"Biblical, Mormon",Biblical
"Biblical, Mormon, Biblical Hebrew",Biblical
"Biblical, Near Eastern Mythology",Biblical
"Breton, Ancient Celtic",Celtic
"Bulgarian, Croatian, Serbian, Macedonian",Slavic
"Bulgarian, Czech",Slavic
"Bulgarian, Czech, Serbian, Croatian, Slovene, Macedonian, Polish, Russian, Italian","Romance, Slavic"
"Bulgarian, Czech, Slovak, Serbian, Croatian, Slovene",Slavic
"Bulgarian, Georgian","Georgian, Slavic"
"Bulgarian, Georgian, Romanian, Spanish","Georgian, Romance, Slavic"
"Bulgarian, Georgian, Russian",Slavic
"Bulgarian, Macedonian, Croatian",Slavic
"Bulgarian, Macedonian, Georgian, Albanian","Georgian, Slavic"
"Bulgarian, Macedonian, Medieval Slavic",Slavic
"Bulgarian, Macedonian, Polish",Slavic
"Bulgarian, Macedonian, Romanian",Slavic
"Bulgarian, Macedonian, Russian",Slavic
"Bulgarian, Romanian",Slavic
"Bulgarian, Russian, Serbian, Medieval Slavic",Slavic
"Bulgarian, Serbian",Slavic
"Bulgarian, Serbian, Croatian, Slovene, Russian, Medieval Slavic",Slavic
"Bulgarian, Serbian, Russian",Slavic
Caucasian Mythology,Caucasian Mythology
Celtic Mythology (Latinized),Celtic
"Chechen, Ossetian","Chechen, Georgian"
"Chechen, Ossetian, Circassian","Chechen, Ossetian, Circassian"
"Chechen, Ossetian, Circassian, Ingush, Tatar, Bashkir","Chechen, Ossetian, Circassian, Ingush, Tatar, Bashkir"
"Croatian, Bulgarian, Serbian, Macedonian",Slavic
"Croatian, Bulgarian, Slovak, Czech",Slavic
"Croatian, Czech, Slovak",Slavic
"Croatian, Georgian","Georgian, Slavic"
"Croatian, Serbian, Bosnian, Macedonian, Bulgarian, Slovene",Slavic
"Croatian, Serbian, Bulgarian",Slavic
"Croatian, Serbian, Bulgarian, Slovene",Slavic
"Croatian, Serbian, Czech, Medieval Slavic",Slavic
"Croatian, Serbian, Macedonian, Polish",Slavic
"Croatian, Serbian, Slovak, Slovene, Bulgarian, Macedonian",Slavic
"Croatian, Serbian, Slovene, Macedonian, Czech, Slovak, Russian",Slavic
"Croatian, Slovak",Slavic
"Croatian, Slovak, Portuguese, Czech",Slavic
"Croatian, Slovene, Hungarian",Slavic
"Croatian, Slovene, Serbian, Macedonian, Lithuanian, Latvian",Slavic
Czech (Archaic),Slavic
Czech (Rare),Slavic
"Czech (Rare), Medieval Slavic",Slavic
"Czech (Rare), Russian (Rare)",Slavic
"Czech, Bulgarian, Russian, Serbian, Croatian, Macedonian, Medieval Slavic",Slavic
"Czech, Croatian, Serbian",Slavic
"Czech, Hungarian",Slavic
"Czech, Portuguese (Brazilian), Bulgarian, Romanian","Romance, Slavic"
"Czech, Serbian, Croatian",Slavic
"Czech, Serbian, Croatian, Bulgarian, Macedonian, Russian, Medieval Slavic",Slavic
"Czech, Serbian, Croatian, Slovak",Slavic
"Czech, Serbian, Croatian, Slovak, Slovene, Macedonian",Slavic
"Czech, Slovak, Bulgarian, Serbian, Croatian, Slovene, Russian, Medieval Slavic",Slavic
"Czech, Slovak, Croatian, Macedonian",Slavic
"Czech, Slovak, Croatian, Serbian, Slovene, Medieval Slavic",Slavic
"Czech, Slovak, Lithuanian",Slavic
"Czech, Slovak, Polish, Hungarian, Croatian, Serbian",Slavic
"Czech, Slovak, Polish, Hungarian, Greek, Finnish, Estonian",Slavic
"Czech, Slovak, Romanian",Slavic
"Czech, Slovak, Russian",Slavic
"Czech, Slovak, Russian, Croatian, Serbian, Macedonian, Slovene, Medieval Slavic",Slavic
"Czech, Slovak, Russian, Medieval Slavic",Slavic
"Czech, Slovak, Serbian, Slovene, Croatian, Macedonian",Slavic
"Czech, Slovak, Slovene",Slavic
"Czech, Slovak, Slovene, Croatian",Slavic
"Czech, Slovak, Slovene, Croatian, Serbian",Slavic
"Czech, Slovak, Ukrainian",Slavic
"Czech, Slovene, Macedonian",Slavic
"Czech, Ukrainian",Slavic
Danish (Rare),Scandinavian
"Danish, Ancient Scandinavian",Scandinavian
"Danish, German","German, Scandinavian "
"Danish, Norwegian, French","French, Scandinavian"
"Danish, Slovene","Scandinavian, Slavic"
"Danish, Swedish",Scandinavian
"Danish, Swedish, German","German, Scandinavian "
"Danish, Swedish, Norwegian, Dutch, German","Dutch, German, Scandinavian"
"Dutch (Rare), Late Greek (Latinized)","Ancient Greek, Dutch"
"Dutch, Ancient Germanic (Latinized)","Dutch, German"
"Dutch, Biblical Latin","Biblical, Dutch"
"Dutch, English (Rare)","Dutch, English"
"Dutch, Finnish","Dutch, Finnish"
"Dutch, French","Dutch, French"
"Dutch, German, Ancient Germanic (Latinized)","Dutch, German"
"Dutch, German, Biblical Latin","Biblical, Dutch, German"
"Dutch, German, Finnish, Estonian, Slovene","Dutch, Finnish, German, Slavic"
"Dutch, German, Swedish","Dutch, German, Scandinavian"
"Dutch, History","Dutch, History"
"Dutch, Italian","Dutch, Romance"
"Dutch, Judeo-Christian Legend","Biblical, Dutch"
"Dutch, Late Roman","Dutch, Roman"
"Dutch, Low German","Dutch, German"
"Dutch, Slovene, Croatian, Italian","Dutch, Romance, Slavic"
"Dutch, Spanish, Italian","Dutch, Romance"
"Dutch, Swedish","Dutch, Scandinavian"
Eastern African,African
"Eastern African, Luhya",African
"Eastern African, Mwera",African
"Eastern African, Yao",African
Egyptian Mythology (Latinized),Ancient Egyptian
"English (Archaic), Greek Mythology (Latinized)","Ancient Greek, English"
"English (British, Rare)",English
"English (Modern), Irish","English, Celtic"
English (New Zealand),English
"English (Rare), French (Rare)","English, French"
"English (Rare), German","English, German"
"English (Rare), Irish","English, Celtic"
"English (Rare), Irish (Rare)","English, Celtic"
"English (Rare), Late Roman","English, Roman"
"English (Rare), Medieval French","English, French"
"English (Rare), Spanish","English, Spanish"
"English, German","English, German"
"English, German (Rare)","English, German"
"English, German, Greek","English, German, Greek"
"English, German, Romanian","English, German, Slavic"
"English, Greek, Italian, Ancient Greek","Ancient Greek, English, Italian"
"English, Greek, Slovene","English, Greek, Slavic"
"English, Irish","English, Celtic"
"English, Italian, Dutch","Dutch, English, Italian"
"English, Late Roman","English, Roman"
"English, Polish","English, Polish"
"English, Slovene, Czech, Lithuanian, Late Roman","English, Roman, Slavic"
"English, Swedish","English, Swedish"
"Estonian, Flemish","Dutch, Slavic"
"Estonian, Slovene",Slavic
"Estonian, Slovene, Macedonian, Croatian",Slavic
"Filipino, Hiligaynon","Filipino, Hiligaynon"
"Finnish (Rare), Estonian (Rare)","Finnish, Slavic"
"Finnish, Basque","Finnish, Romance"
"Finnish, English","English, Finnish"
"Finnish, Estonian, Hungarian","Finnish, Slavic"
"Finnish, Hungarian, Welsh","Celtic, Finnish, Slavic"
"Finnish, Macedonian","Finnish, Slavic"
"Finnish, Serbian","Finnish, Slavic"
Folklore,Folklore
French (Modern),French
French (Quebec),French
"French (Rare), Dutch (Rare), English (Rare)","Dutch, English, French"
"French (Rare), Medieval French",French
"French, English (Modern)","English, French"
"French, English, German, Danish, Swedish, Norwegian, Dutch","Dutch, English, French, German, Scandinavian "
"French, English, German, Dutch","Dutch, English, French, German "
"French, Georgian","French, Georgian"
"French, German, Dutch","Dutch, French, German"
"French, German, Dutch, Danish, Norwegian","Dutch, French, German, Scandinavian "
"French, German, English","English, French, German"
"French, Italian","French, Romance"
"French, Italian, Portuguese, Spanish","French, Romance"
"French, Literature","French, Literature"
"French, Norwegian","French, Scandinavian"
"French, Occitan","French, Romance"
"French, Portuguese, Galician, Catalan","French, Romance"
"French, Romanian, Croatian, Serbian, Bulgarian, Macedonian","French, Slavic"
"French, Swedish, Norwegian, Danish, Biblical Latin, Biblical Greek","Biblical, French, Scandinavian"
"French, Yiddish","French, Jewish"
Frisian (Rare),Dutch
"Frisian, Finnish, German","Dutch, Finnish, German"
"Frisian, Swedish, Norwegian, Danish","Dutch, Scandinavian"
Georgian (Archaic),Georgian
"Georgian, Arabic","Georgian, Arabic"
"Georgian, Chechen","Georgian, Chechen"
"Georgian, Corsican","Georgian, Romance"
"Georgian, Polish","Georgian, Slavic"
"Georgian, Russian","Georgian, Slavic"
"Georgian, Russian, Bulgarian, Old Church Slavic","Georgian, Slavic"
"German (Archaic), English (Rare)","English, German"
"German (Rare), Ancient Germanic",German
"German (Rare), Dutch (Rare)","Dutch, German"
"German (Rare), Slovak","German, Slavic"
"German (Swiss), Late Roman","German, Roman"
"German, Ancient Greek (Latinized)","Ancient Greek, German"
"German, Ancient Roman","German, Roman"
"German, Biblical Greek","Biblical, German"
"German, Czech","German, Slavic"
"German, Czech, Ancient Germanic","German, Slavic"
"German, Danish","German, Scandinavian "
"German, Dutch (Archaic), Ancient Greek (Latinized)","Ancient Greek, Dutch, German"
"German, Dutch, Ancient Germanic (Latinized)","Dutch, German"
"German, Dutch, Danish","Dutch, German, Scandinavian"
"German, Dutch, Danish, Norwegian, Finnish, Biblical Greek","Biblical, Dutch, English, Finnish, German, Scandinavian"
