Abbots Leigh,,,,populatedPlace,uk
Abbot's Mead,,,,populatedPlace,uk
Abbots Morton,,,,populatedPlace,uk
Abbots Ripton,,,,populatedPlace,uk
Abbot's Salford,,,,populatedPlace,uk
Abbots Worthy,,,,populatedPlace,uk
Abbotsbury,,,,populatedPlace,uk
Abbotsbury,,,,populatedPlace,uk
Abbotsford,,,,populatedPlace,uk
Abbotsham,,,,populatedPlace,uk
Abbotside,,,,populatedPlace,uk
Abbotskerswell,,,,populatedPlace,uk
Abbotsley,,,,populatedPlace,uk
Abbotsmead,,,,populatedPlace,uk
Abbotstone,,,,populatedPlace,uk
Abbotswood,,,,populatedPlace,uk
Abbotswood,,,,populatedPlace,uk
Abbotswood,,,,populatedPlace,uk
Abbotts Ann,,,,populatedPlace,uk
Abbotts Barton,,,,populatedPlace,uk
Abcott,,,,populatedPlace,uk
Abdon,,,,populatedPlace,uk
Abenhall,,,,populatedPlace,uk
Aber,,,,populatedPlace,uk
Aber,,,,populatedPlace,uk
Aber Pwll,,,,populatedPlace,uk
Aber Rhaeadr,,,,populatedPlace,uk
Aberaeron,,,,populatedPlace,uk
Aberaman,,,,populatedPlace,uk
Aberangell,,,,populatedPlace,uk
Aber-Arad,,,,populatedPlace,uk
Aberargie,,,,populatedPlace,uk
Aberarth,,,,populatedPlace,uk
Aberavon,,,,populatedPlace,uk
Aber-banc,,,,populatedPlace,uk
Aberbargod,cym,Aberbargoed,eng,populatedPlace,uk
Aberbechan,,,,populatedPlace,uk
Aberbeeg,eng,Aber-big,cym,populatedPlace,uk
Aberbran,,,,populatedPlace,uk
Abercanaid,,,,populatedPlace,uk
Abercarn,,,,populatedPlace,uk
Abercastle,,,,populatedPlace,uk
Abercegir,,,,populatedPlace,uk
Aberchalder,,,,populatedPlace,uk
Aberchirder,,,,populatedPlace,uk
Aberchwiler,cym,Aberwheeler,eng,populatedPlace,uk
Aber-Clydach,,,,populatedPlace,uk
Abercorn,,,,populatedPlace,uk
Abercraf,cym,Abercrave,eng,populatedPlace,uk
Abercregan,,,,populatedPlace,uk
Abercrombie,,,,populatedPlace,uk
Abercwmboi,,,,populatedPlace,uk
Abercych,,,,populatedPlace,uk
Abercynon,,,,populatedPlace,uk
Aber-Cywarch,,,,populatedPlace,uk
Aberdalgie,,,,populatedPlace,uk
Aberdare,eng,Aberdâr,cym,populatedPlace,uk
Aberdaron,,,,populatedPlace,uk
Aberdaugleddau,cym,Milford Haven,eng,populatedPlace,uk
Aberdeen,,,,populatedPlace,uk
Aberdesach,,,,populatedPlace,uk
Aberdour,,,,populatedPlace,uk
Aberdulais,,,,populatedPlace,uk
Aberdyfi,cym,Aberdovey,eng,populatedPlace,uk
Aberedw,,,,populatedPlace,uk
Abererch,,,,populatedPlace,uk
Aberfan,,,,populatedPlace,uk
Aberfeldy,,,,populatedPlace,uk
Aberffraw,,,,populatedPlace,uk
Aberffrwd,,,,populatedPlace,uk
Aberford,,,,populatedPlace,uk
Aberfoyle,,,,populatedPlace,uk
Abergarw,,,,populatedPlace,uk
Abergarwed,,,,populatedPlace,uk
Abergeirw,,,,populatedPlace,uk
Abergeldie,,,,populatedPlace,uk
Abergele,,,,populatedPlace,uk
Aber-Giâr,,,,populatedPlace,uk
Abergorlech,,,,populatedPlace,uk
Abergwaun,cym,Fishguard,eng,populatedPlace,uk
Abergwesyn,,,,populatedPlace,uk
Abergwili,,,,populatedPlace,uk
Abergwynfi,,,,populatedPlace,uk
Abergwyngregyn,,,,populatedPlace,uk
Abergynolwyn,,,,populatedPlace,uk
Aberhafesp,,,,populatedPlace,uk
Aberhonddu,cym,Brecon,eng,populatedPlace,uk
Aberhosan,,,,populatedPlace,uk
Aberkenfig,eng,Abercynffig,cym,populatedPlace,uk
Aberlady,,,,populatedPlace,uk
Aberlemno,,,,populatedPlace,uk
Aberllefenni,,,,populatedPlace,uk
Aberllynfi,cym,Three Cocks,eng,populatedPlace,uk
Abermagwr,,,,populatedPlace,uk
Abermaw,cym,Barmouth,eng,populatedPlace,uk
Abermeurig,,,,populatedPlace,uk
Aber-miwl,cym,Abermule,eng,populatedPlace,uk
Abermorlais,,,,populatedPlace,uk
Abernant,,,,populatedPlace,uk
Abernant,,,,populatedPlace,uk
Abernethy,,,,populatedPlace,uk
Abernyte,,,,populatedPlace,uk
Aber-oer,,,,populatedPlace,uk
Aberogwr,cym,Ogmore-by-Sea,eng,populatedPlace,uk
Aberpennar,cym,Mountain Ash,eng,populatedPlace,uk
Aberporth,,,,populatedPlace,uk
Aberriw,cym,Berriew,eng,populatedPlace,uk
Abersoch,,,,populatedPlace,uk
Abersychan,,,,populatedPlace,uk
Aber-Tafol,,,,populatedPlace,uk
Abertawe,cym,Swansea,eng,populatedPlace,uk
Aberteifi,cym,Cardigan,eng,populatedPlace,uk
Aberthin,,,,populatedPlace,uk
Abertridwr,,,,populatedPlace,uk
Abertridwr,,,,populatedPlace,uk
Abertyleri,cym,Abertillery,eng,populatedPlace,uk
Abertysswg,,,,populatedPlace,uk
Aberuthven,,,,populatedPlace,uk
Aberyscir,,,,populatedPlace,uk
Aberystwyth,,,,populatedPlace,uk
Abhainn Suidhe,,,,populatedPlace,uk
Abingdon-on-Thames,,,,populatedPlace,uk
Abinger Bottom,,,,populatedPlace,uk
Abinger Common,,,,populatedPlace,uk
Abinger Hammer,,,,populatedPlace,uk
Abington,,,,populatedPlace,uk
Abington,,,,populatedPlace,uk
Abington Pigotts,,,,populatedPlace,uk
Abington Vale,,,,populatedPlace,uk
Ablington,,,,populatedPlace,uk
Ablington,,,,populatedPlace,uk
Abney,,,,populatedPlace,uk
Aboyne,,,,populatedPlace,uk
Abraham Heights,,,,populatedPlace,uk
Abram,,,,populatedPlace,uk
Abriachan,,,,populatedPlace,uk
Abridge,,,,populatedPlace,uk
Abronhill,,,,populatedPlace,uk
Abshot,,,,populatedPlace,uk
Abson,,,,populatedPlace,uk
Abthorpe,,,,populatedPlace,uk
Abune-the-Hill,,,,populatedPlace,uk
Abwell,,,,populatedPlace,uk
Aby,,,,populatedPlace,uk
Acairseid,,,,populatedPlace,uk
Acaster Malbis,,,,populatedPlace,uk
Acaster Selby,,,,populatedPlace,uk
Accrington,,,,populatedPlace,uk
Acha,,,,populatedPlace,uk
Achadh a'Choirce,eng,Achachork,gla,populatedPlace,uk
Achadh Dubhaird,gla,Achduart,eng,populatedPlace,uk
Achadh Fairidh,gla,Achfary,eng,populatedPlace,uk
Achadh na Sine,gla,Achnasheen,eng,populatedPlace,uk
Achahoish,,,,populatedPlace,uk
Achalone,,,,populatedPlace,uk
Achamore,eng,Acha Mòr,gla,populatedPlace,uk
Achanalt,,,,populatedPlace,uk
Achandunie,,,,populatedPlace,uk
Achantraid,gla,Achintraid,eng,populatedPlace,uk
Achaphubuil,,,,populatedPlace,uk
Acharn,,,,populatedPlace,uk
Achastle,,,,populatedPlace,uk
Achavandra Muir,,,,populatedPlace,uk
Achavanich,,,,populatedPlace,uk
Achavar,,,,populatedPlace,uk
Achddu,,,,populatedPlace,uk
Achduchil,,,,populatedPlace,uk
Acheninver,,,,populatedPlace,uk
Achfrish,,,,populatedPlace,uk
Achgarve,,,,populatedPlace,uk
Achiemore,,,,populatedPlace,uk
Achiltibuie,,,,populatedPlace,uk
Achilty,,,,populatedPlace,uk
Achina,,,,populatedPlace,uk
Achindown,,,,populatedPlace,uk
Achingills,,,,populatedPlace,uk
Achintee,,,,populatedPlace,uk
Achlonan,,,,populatedPlace,uk
Achlorachan,,,,populatedPlace,uk
Achluachrach,,,,populatedPlace,uk
Achlyness,,,,populatedPlace,uk
Achmore,,,,populatedPlace,uk
Achmore,,,,populatedPlace,uk
Achnabat,,,,populatedPlace,uk
Achnacarnin,,,,populatedPlace,uk
Achnacarry,,,,populatedPlace,uk
Achnacloich,,,,populatedPlace,uk
Achnaconeran,,,,populatedPlace,uk
Achnacroish,,,,populatedPlace,uk
Achnagarron,,,,populatedPlace,uk
Achnagoul,,,,populatedPlace,uk
Achnaha,,,,populatedPlace,uk
Achnahanat,,,,populatedPlace,uk
Achnahuaigh,,,,populatedPlace,uk
Achnairn,,,,populatedPlace,uk
Achnamara,,,,populatedPlace,uk
Achnandarach,,,,populatedPlace,uk
Achnavast,,,,populatedPlace,uk
Achow,,,,populatedPlace,uk
Achranich,,,,populatedPlace,uk
Achreamie,,,,populatedPlace,uk
Achriesgill,,,,populatedPlace,uk
Achrimsdale,,,,populatedPlace,uk
Achscrabster,,,,populatedPlace,uk
Achterneed,,,,populatedPlace,uk
Achtoty,,,,populatedPlace,uk
Achurch,,,,populatedPlace,uk
Achuvoldrach,,,,populatedPlace,uk
Ackenthwaite,,,,populatedPlace,uk
Ackergill,,,,populatedPlace,uk
Ackergillshore,,,,populatedPlace,uk
Ackers Crossing,,,,populatedPlace,uk
Acklam,,,,populatedPlace,uk
Acklam,,,,populatedPlace,uk
Ackleton,,,,populatedPlace,uk
Acklington,,,,populatedPlace,uk
Ackton,,,,populatedPlace,uk
Ackworth Moor Top,,,,populatedPlace,uk
Acle,,,,populatedPlace,uk
Acocks Green,,,,populatedPlace,uk
Acol,,,,populatedPlace,uk
Acomb,,,,populatedPlace,uk
Acomb,,,,populatedPlace,uk
Acre,,,,populatedPlace,uk
Acre,,,,populatedPlace,uk
Acre,,,,populatedPlace,uk
Acrefair,,,,populatedPlace,uk
Acres,,,,populatedPlace,uk
Acres Nook,,,,populatedPlace,uk
Acresford,,,,populatedPlace,uk
Acrise,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton,,,,populatedPlace,uk
Acton Beauchamp,,,,populatedPlace,uk
Acton Bridge,,,,populatedPlace,uk
Acton Burnell,,,,populatedPlace,uk
Acton Gate,,,,populatedPlace,uk
Acton Green,,,,populatedPlace,uk
Acton Green,,,,populatedPlace,uk
Acton Reynald,,,,populatedPlace,uk
Acton Round,,,,populatedPlace,uk
Acton Scott,,,,populatedPlace,uk
Acton Trussell,,,,populatedPlace,uk
Acton Turville,,,,populatedPlace,uk
Adambrae,,,,populatedPlace,uk
Adam's Green,,,,populatedPlace,uk
Adamsdown,,,,populatedPlace,uk
Adbaston,,,,populatedPlace,uk
Adber,,,,populatedPlace,uk
Adbolton,,,,populatedPlace,uk
Adbury,,,,populatedPlace,uk
Adderbury,,,,populatedPlace,uk
Adderley,,,,populatedPlace,uk
Adderley Green,,,,populatedPlace,uk
Adder's Moss,,,,populatedPlace,uk
Addiebrownhill,,,,populatedPlace,uk
Addiewell,,,,populatedPlace,uk
Addingford,,,,populatedPlace,uk
Addingham,,,,populatedPlace,uk
Addingham Moorside,,,,populatedPlace,uk
Addington,,,,populatedPlace,uk
Addington,,,,populatedPlace,uk
Addington,,,,populatedPlace,uk
Addington,,,,populatedPlace,uk
Addiscombe,,,,populatedPlace,uk
Addlestead,,,,populatedPlace,uk
Addlestone,,,,populatedPlace,uk
Addlestonemoor,,,,populatedPlace,uk
Addlethorpe,,,,populatedPlace,uk
Adel,,,,populatedPlace,uk
Adel East Moor,,,,populatedPlace,uk
Adelphi,,,,populatedPlace,uk
Adendale,,,,populatedPlace,uk
Adeney,,,,populatedPlace,uk
Adeyfield,,,,populatedPlace,uk
Adfa,,,,populatedPlace,uk
Adforton,,,,populatedPlace,uk
Adgestone,,,,populatedPlace,uk
Adisham,,,,populatedPlace,uk
Adlestrop,,,,populatedPlace,uk
Adley Moor,,,,populatedPlace,uk
Adlingfleet,,,,populatedPlace,uk
Adlington,,,,populatedPlace,uk
Adlington,,,,populatedPlace,uk
Admaston,,,,populatedPlace,uk
Admaston,,,,populatedPlace,uk
Admington,,,,populatedPlace,uk
Adpar,,,,populatedPlace,uk
Adsborough,,,,populatedPlace,uk
Adscombe,,,,populatedPlace,uk
Adsdean,,,,populatedPlace,uk
Adstock,,,,populatedPlace,uk
Adstone,,,,populatedPlace,uk
Adswood,,,,populatedPlace,uk
Adversane,,,,populatedPlace,uk
Advie,,,,populatedPlace,uk
Adwalton,,,,populatedPlace,uk
Adwell,,,,populatedPlace,uk
Adwick le Street,,,,populatedPlace,uk
Adwick upon Dearne,,,,populatedPlace,uk
Ae,,,,populatedPlace,uk
Ae Bridgend,,,,populatedPlace,uk
Affetside,,,,populatedPlace,uk
Affpuddle,,,,populatedPlace,uk
Afon Eitha,,,,populatedPlace,uk
Afon Wen,,,,populatedPlace,uk
Afon-wen,,,,populatedPlace,uk
Afton,,,,populatedPlace,uk
Afton Bridgend,,,,populatedPlace,uk
Agar Nook,,,,populatedPlace,uk
Agbrigg,,,,populatedPlace,uk
Aggborough,,,,populatedPlace,uk
Agglethorpe,,,,populatedPlace,uk
Aglionby,,,,populatedPlace,uk
Aigburth,,,,populatedPlace,uk
Aigburth Vale,,,,populatedPlace,uk
Aignish,eng,Aiginis,gla,populatedPlace,uk
Aike,,,,populatedPlace,uk
Aikerness,,,,populatedPlace,uk
Aikers,,,,populatedPlace,uk
Aiketgate,,,,populatedPlace,uk
Aikhead,,,,populatedPlace,uk
Aikrigg,,,,populatedPlace,uk
Aikton,,,,populatedPlace,uk
Ailbhinn,gla,Elphin,eng,populatedPlace,uk
Ailby,,,,populatedPlace,uk
Ailscroft,,,,populatedPlace,uk
Ailsworth,,,,populatedPlace,uk
Aimes Green,,,,populatedPlace,uk
Ainderby Quernhow,,,,populatedPlace,uk
Ainderby Steeple,,,,populatedPlace,uk
Aingers Green,,,,populatedPlace,uk
Ainley Top,,,,populatedPlace,uk
Ainsdale,,,,populatedPlace,uk
Ainstable,,,,populatedPlace,uk
Ainsworth,,,,populatedPlace,uk
Ainthorpe,,,,populatedPlace,uk
Aintree,,,,populatedPlace,uk
Aird,,,,populatedPlace,uk
Aird,,,,populatedPlace,uk
Aird,eng,An Àird,gla,populatedPlace,uk
Aird,,,,populatedPlace,uk
Aird,,,,populatedPlace,uk
Aird Tong,eng,Àird Thunga,gla,populatedPlace,uk
Airdens,,,,populatedPlace,uk
Airdrie,,,,populatedPlace,uk
Airdriehill,,,,populatedPlace,uk
Airds,,,,populatedPlace,uk
Airds Bay,,,,populatedPlace,uk
Airedale,,,,populatedPlace,uk
Aireworth,,,,populatedPlace,uk
Airidh a Bhruaich,gla,Arivruaich,eng,populatedPlace,uk
Airigh Bheagaig,gla,Arivegaig,eng,populatedPlace,uk
Airlie,,,,populatedPlace,uk
Airmyn,,,,populatedPlace,uk
Airntully,,,,populatedPlace,uk
Airor,,,,populatedPlace,uk
Airth,,,,populatedPlace,uk
Airton,,,,populatedPlace,uk
Aisby,,,,populatedPlace,uk
Aisby,,,,populatedPlace,uk
Aisgernis,eng,Askernish,gla,populatedPlace,uk
Aish,,,,populatedPlace,uk
Aish,,,,populatedPlace,uk
Aisholt,,,,populatedPlace,uk
Aisig,gla,Ashaig,eng,populatedPlace,uk
Aiskew,,,,populatedPlace,uk
Aislaby,,,,populatedPlace,uk
Aislaby,,,,populatedPlace,uk
Aislaby,,,,populatedPlace,uk
Aisthorpe,,,,populatedPlace,uk
Aith,,,,populatedPlace,uk
Aith,,,,populatedPlace,uk
Aith,,,,populatedPlace,uk
Aith,,,,populatedPlace,uk
Aithsetter,,,,populatedPlace,uk
Akeld,,,,populatedPlace,uk
Akeley,,,,populatedPlace,uk
Akenham,,,,populatedPlace,uk
Akroydon,,,,populatedPlace,uk
Alameda Place,,,,populatedPlace,uk
Albany,,,,populatedPlace,uk
Albaston,,,,populatedPlace,uk
Alberbury,,,,populatedPlace,uk
Albert Hill,,,,populatedPlace,uk
Albert Town,,,,populatedPlace,uk
Albert Village,,,,populatedPlace,uk
Albion,,,,populatedPlace,uk
Albourne,,,,populatedPlace,uk
Albourne Green,,,,populatedPlace,uk
Albourne Street,,,,populatedPlace,uk
Albrighton,,,,populatedPlace,uk
Albrighton,,,,populatedPlace,uk
Alburgh,,,,populatedPlace,uk
Alburgh Street,,,,populatedPlace,uk
Alburne Park,,,,populatedPlace,uk
Albury,,,,populatedPlace,uk
Albury,,,,populatedPlace,uk
Albury,,,,populatedPlace,uk
Albury End,,,,populatedPlace,uk
Albury Heath,,,,populatedPlace,uk
Alby,,,,populatedPlace,uk
Alby Hill,,,,populatedPlace,uk
Alcaig,,,,populatedPlace,uk
Alcaston,,,,populatedPlace,uk
Alcester,,,,populatedPlace,uk
Alcester,,,,populatedPlace,uk
Alcester Lane's End,,,,populatedPlace,uk
Alciston,,,,populatedPlace,uk
Alcombe,,,,populatedPlace,uk
Alcombe,,,,populatedPlace,uk
Alconbury,,,,populatedPlace,uk
Alconbury Weston,,,,populatedPlace,uk
Aldborough,eng,Isvrivm Roman Town,eng,populatedPlace,uk
Aldborough,,,,populatedPlace,uk
Aldborough Hatch,,,,populatedPlace,uk
Aldbourne,,,,populatedPlace,uk
Aldbrough,,,,populatedPlace,uk
Aldbrough St John,,,,populatedPlace,uk
Aldbury,,,,populatedPlace,uk
Aldcliffe,,,,populatedPlace,uk
Aldclune,,,,populatedPlace,uk
Aldeburgh,,,,populatedPlace,uk
Aldeby,,,,populatedPlace,uk
Aldenham,,,,populatedPlace,uk
Alder Forest,,,,populatedPlace,uk
Alder Moor,,,,populatedPlace,uk
Alder Root,,,,populatedPlace,uk
Alderbrook,,,,populatedPlace,uk
Alderbury,,,,populatedPlace,uk
Alderford,,,,populatedPlace,uk
Alderford,,,,populatedPlace,uk
Alderholt,,,,populatedPlace,uk
Alderley,,,,populatedPlace,uk
Alderley Edge,,,,populatedPlace,uk
Alderman's Green,,,,populatedPlace,uk
Aldermaston,,,,populatedPlace,uk
Aldermaston Soke,,,,populatedPlace,uk
Aldermaston Wharf,,,,populatedPlace,uk
Alderminster,,,,populatedPlace,uk
Aldermoor,,,,populatedPlace,uk
Aldersbrook,,,,populatedPlace,uk
Aldersey Green,,,,populatedPlace,uk
Aldersey Park,,,,populatedPlace,uk
Aldershot,,,,populatedPlace,uk
Aldersley,,,,populatedPlace,uk
Alderton,,,,populatedPlace,uk
Alderton,,,,populatedPlace,uk
Alderton,,,,populatedPlace,uk
Alderton,,,,populatedPlace,uk
Alderton,,,,populatedPlace,uk
Alderton Fields,,,,populatedPlace,uk
Alderwasley,,,,populatedPlace,uk
Aldfield,,,,populatedPlace,uk
Aldford,,,,populatedPlace,uk
Aldgate,,,,populatedPlace,uk
Aldham,,,,populatedPlace,uk
Aldham,,,,populatedPlace,uk
Aldie,,,,populatedPlace,uk
Aldingbourne,,,,populatedPlace,uk
Aldingham,,,,populatedPlace,uk
Aldington,,,,populatedPlace,uk
Aldington,,,,populatedPlace,uk
Aldington Frith,,,,populatedPlace,uk
Aldochlay,,,,populatedPlace,uk
Aldon,,,,populatedPlace,uk
Aldoth,,,,populatedPlace,uk
Aldreth,,,,populatedPlace,uk
Aldridge,,,,populatedPlace,uk
Aldringham,,,,populatedPlace,uk
Aldrington,,,,populatedPlace,uk
Aldsworth,,,,populatedPlace,uk
Aldsworth,,,,populatedPlace,uk
Aldwark,,,,populatedPlace,uk
Aldwark,,,,populatedPlace,uk
Aldwarke,,,,populatedPlace,uk
Aldwick,,,,populatedPlace,uk
Aldwick,,,,populatedPlace,uk
Aldwincle,,,,populatedPlace,uk
Aldworth,,,,populatedPlace,uk
Alexandra Park,,,,populatedPlace,uk
Alexandria,,,,populatedPlace,uk
Aley,,,,populatedPlace,uk
Aley Green,,,,populatedPlace,uk
Alfardisworthy,,,,populatedPlace,uk
Alfington,,,,populatedPlace,uk
Alfold,,,,populatedPlace,uk
Alfold Bars,,,,populatedPlace,uk
Alfold Crossways,,,,populatedPlace,uk
Alford,,,,populatedPlace,uk
Alford,,,,populatedPlace,uk
Alford,,,,populatedPlace,uk
Alfreton,,,,populatedPlace,uk
Alfrick,,,,populatedPlace,uk
Alfrick Pound,,,,populatedPlace,uk
Alfriston,,,,populatedPlace,uk
Algarkirk,,,,populatedPlace,uk
Alhampton,,,,populatedPlace,uk
Alkborough,,,,populatedPlace,uk
Alkerton,,,,populatedPlace,uk
Alkham,,,,populatedPlace,uk
Alkington,,,,populatedPlace,uk
Alkmonton,,,,populatedPlace,uk
Alkrington Garden Village,,,,populatedPlace,uk
All Cannings,,,,populatedPlace,uk
All Saints,,,,populatedPlace,uk
All Saints,,,,populatedPlace,uk
All Saints' South Elmham,,,,populatedPlace,uk
All Stretton,,,,populatedPlace,uk
Allaleigh,,,,populatedPlace,uk
Allandale,,,,populatedPlace,uk
Allanton,,,,populatedPlace,uk
Allanton,,,,populatedPlace,uk
Allanton,,,,populatedPlace,uk
Allardice,,,,populatedPlace,uk
Allaston,,,,populatedPlace,uk
Allathasdal,gla,Allasdale,eng,populatedPlace,uk
Allbrook,,,,populatedPlace,uk
Allen End,,,,populatedPlace,uk
Allendale Town,,,,populatedPlace,uk
Allenheads,,,,populatedPlace,uk
Allen's Green,,,,populatedPlace,uk
Allen's Green,,,,populatedPlace,uk
Allensford,,,,populatedPlace,uk
Allensmore,,,,populatedPlace,uk
Allenwood,,,,populatedPlace,uk
Aller,,,,populatedPlace,uk
Aller,,,,populatedPlace,uk
Aller,,,,populatedPlace,uk
Aller Park,,,,populatedPlace,uk
Allerby,,,,populatedPlace,uk
Allercombe,,,,populatedPlace,uk
Allerdene,,,,populatedPlace,uk
Allerford,,,,populatedPlace,uk
Allerford,,,,populatedPlace,uk
Allerston,,,,populatedPlace,uk
Allerthorpe,,,,populatedPlace,uk
Allerton,,,,populatedPlace,uk
Allerton,,,,populatedPlace,uk
Allerton Bywater,,,,populatedPlace,uk
Allerton Mauleverer,,,,populatedPlace,uk
Allesley,,,,populatedPlace,uk
Allesley Green,,,,populatedPlace,uk
Allestree,,,,populatedPlace,uk
Allexton,,,,populatedPlace,uk
Alleytroyds,,,,populatedPlace,uk
Allgreave,,,,populatedPlace,uk
Allhallows,,,,populatedPlace,uk
Allhallows-on-Sea,,,,populatedPlace,uk
Alligin Shuas,,,,populatedPlace,uk
Allimore Green,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington,,,,populatedPlace,uk
Allington Bar,,,,populatedPlace,uk
Allithwaite,,,,populatedPlace,uk
Alloa,,,,populatedPlace,uk
Allonby,,,,populatedPlace,uk
Allostock,,,,populatedPlace,uk
Alloway,,,,populatedPlace,uk
Allowenshay,,,,populatedPlace,uk
Allscott,,,,populatedPlace,uk
Allscott,,,,populatedPlace,uk
Allt,,,,populatedPlace,uk
Allt a' Chruinn,,,,populatedPlace,uk
Allt nan Sùgh,,,,populatedPlace,uk
Alltami,,,,populatedPlace,uk
Alltan an t-Salainn,gla,Saltburn,eng,populatedPlace,uk
Alltmawr,,,,populatedPlace,uk
Alltsigh,,,,populatedPlace,uk
Alltwalis,,,,populatedPlace,uk
Alltwen,,,,populatedPlace,uk
Alltyblaca,,,,populatedPlace,uk
Allt-yr-yn,,,,populatedPlace,uk
Allum Green,,,,populatedPlace,uk
Allwood Green,,,,populatedPlace,uk
Alma,,,,populatedPlace,uk
Almeley,,,,populatedPlace,uk
Almeley Wootton,,,,populatedPlace,uk
Almer,,,,populatedPlace,uk
Almholme,,,,populatedPlace,uk
Almington,,,,populatedPlace,uk
Alminstone Cross,,,,populatedPlace,uk
Almodington,,,,populatedPlace,uk
Almondbank,,,,populatedPlace,uk
Almondbury,,,,populatedPlace,uk
Almondbury Common,,,,populatedPlace,uk
Almondhill,,,,populatedPlace,uk
Almondsbury,,,,populatedPlace,uk
Almondvale,,,,populatedPlace,uk
Almshouse Common,,,,populatedPlace,uk
Almshouse Green,,,,populatedPlace,uk
Almshouse Green,,,,populatedPlace,uk
Alne,,,,populatedPlace,uk
Alne End,,,,populatedPlace,uk
Alness,,,,populatedPlace,uk
Alnessferry,,,,populatedPlace,uk
Alnham,,,,populatedPlace,uk
Alnmouth,,,,populatedPlace,uk
Alnwick,,,,populatedPlace,uk
Alnwickhill,,,,populatedPlace,uk
Alperton,,,,populatedPlace,uk
Alphamstone,,,,populatedPlace,uk
Alpheton,,,,populatedPlace,uk
Alphington,,,,populatedPlace,uk
Alpington,,,,populatedPlace,uk
Alport,,,,populatedPlace,uk
Alport,,,,populatedPlace,uk
Alpraham,,,,populatedPlace,uk
Alresford,,,,populatedPlace,uk
Alrewas,,,,populatedPlace,uk
Alsager,,,,populatedPlace,uk
Alsagers Bank,,,,populatedPlace,uk
Alscot,,,,populatedPlace,uk
Alsop en le Dale,,,,populatedPlace,uk
Alston,,,,populatedPlace,uk
Alston,,,,populatedPlace,uk
Alston Sutton,,,,populatedPlace,uk
Alstone,,,,populatedPlace,uk
Alstone,,,,populatedPlace,uk
Alstone,,,,populatedPlace,uk
Alstonefield,,,,populatedPlace,uk
Alswear,,,,populatedPlace,uk
Alt,,,,populatedPlace,uk
Alt Hill,,,,populatedPlace,uk
Altandhu,,,,populatedPlace,uk
Altarnun,,,,populatedPlace,uk
Altens,,,,populatedPlace,uk
Alterwall,,,,populatedPlace,uk
Altham,,,,populatedPlace,uk
Althorne,,,,populatedPlace,uk
Althorpe,,,,populatedPlace,uk
